Team,Age,W,L,W/L%,PW,PL,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
Los Angeles Lakers,28.5,10,5,.667,10,5,99.9,95.9,+4.0,112.8,.383,,.518,,.474,,,.263,,,,,
Boston Celtics,30.0,12,7,.632,11,8,98.0,95.3,+2.7,116.3,.373,,.505,,.451,,,.273,,,,,
St. Louis Hawks,27.1,2,4,.333,3,3,99.2,98.0,+1.2,112.2,.463,,.512,,.446,,,.339,,,,,
Philadelphia 76ers,28.0,7,6,.538,7,6,93.9,93.2,+0.7,119.2,.440,,.483,,.438,,,.278,,,,,
New York Knicks,25.9,2,4,.333,2,4,96.6,100.5,-3.9,113.3,.302,,.497,,.454,,,.217,,,,,
San Francisco Warriors,26.1,4,6,.400,4,6,96.0,100.3,-4.3,114.7,.342,,.493,,.443,,,.248,,,,,
Detroit Pistons,25.7,2,4,.333,2,4,89.3,93.8,-4.5,123.1,.322,,.454,,.409,,,.220,,,,,
Chicago Bulls,25.4,1,4,.200,1,4,91.3,97.9,-6.6,108.9,.320,,.464,,.409,,,.241,,,,,
League Average,27.8,,,,5,5,96.3,96.3,,115.4,.376,,.496,,.446,,,.263,,,,,
