Team,Age,W,L,W/L%,PW,PL,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
Minneapolis Lakers,26.5,9,3,.750,9,3,89.6,83.9,+5.7,92.6,.474,,.454,,.377,,,.343,,,,,
New York Knicks,26.2,6,5,.545,6,5,91.3,89.0,+2.3,90.9,.517,,.464,,.386,,,.368,,,,,
Rochester Royals,29.3,1,2,.333,2,1,86.3,85.2,+1.1,86.9,.688,,.434,,.317,,,.497,,,,,
Boston Celtics,25.4,3,3,.500,3,3,94.8,95.2,-0.4,87.4,.613,,.483,,.378,,,.470,,,,,
Fort Wayne Pistons,26.9,4,4,.500,3,5,91.0,95.4,-4.4,84.0,.727,,.461,,.347,,,.524,,,,,
Syracuse Nationals,26.2,0,2,.000,1,1,96.5,102.7,-6.2,79.8,.773,,.492,,.369,,,.582,,,,,
Indianapolis Olympians,25.5,0,2,.000,0,2,79.4,89.0,-9.6,93.2,.394,,.394,,.313,,,.300,,,,,
Baltimore Bullets,24.9,0,2,.000,0,2,79.3,94.2,-14.9,90.2,.414,,.398,,.349,,,.243,,,,,
League Average,26.4,,,,3,3,90.1,90.1,,88.9,.560,,.457,,.366,,,.406,,,,,
