Team,Age,W,L,W/L%,PW,PL,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
Syracuse Nationals,25.9,7,4,.636,6,5,88.7,86.6,+2.1,108.6,.491,,.448,,.363,,,.364,,,,,
Fort Wayne Pistons,27.2,6,5,.545,6,5,92.7,90.7,+2.0,99.1,.470,,.472,,.391,,,.356,,,,,
Boston Celtics,26.9,3,4,.429,3,4,98.3,99.3,-1.0,105.6,.384,,.504,,.435,,,.309,,,,,
Minneapolis Lakers,27.1,3,4,.429,3,4,86.7,87.7,-1.0,106.3,.467,,.436,,.348,,,.354,,,,,
Rochester Royals,29.0,1,2,.333,1,2,83.4,86.6,-3.2,112.8,.431,,.419,,.350,,,.297,,,,,
New York Knicks,26.9,1,2,.333,1,2,95.0,101.4,-6.4,109.5,.523,,.484,,.393,,,.405,,,,,
League Average,26.9,,,,4,3,91.0,91.0,,105.6,.461,,.461,,.381,,,.349,,,,,
