Team,Age,W,L,W/L%,PW,PL,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
Milwaukee Bucks,25.9,6,5,.545,8,3,95.6,89.9,+5.7,113.8,.241,,.489,,.448,,,.186,,.405,,,.242
New York Knicks,28.2,9,7,.563,10,6,100.0,95.6,+4.4,105.3,.338,,.519,,.469,,,.254,,.425,,,.280
Los Angeles Lakers,29.4,12,3,.800,9,6,95.9,93.1,+2.8,110.3,.361,,.487,,.429,,,.270,,.444,,,.168
Boston Celtics,27.6,5,6,.455,6,5,100.8,100.3,+0.5,112.1,.337,,.522,,.469,,,.263,,.456,,,.305
Atlanta Hawks,26.6,2,4,.333,2,4,97.7,104.8,-7.1,115.6,.362,,.492,,.439,,,.263,,.510,,,.246
Baltimore Bullets,27.5,2,4,.333,1,5,93.9,102.6,-8.7,101.4,.371,,.501,,.436,,,.295,,.460,,,.235
Chicago Bulls,27.3,0,4,.000,1,3,93.7,103.0,-9.3,107.3,.214,,.467,,.427,,,.168,,.483,,,.305
Golden State Warriors,27.9,1,4,.200,1,4,89.4,99.6,-10.2,112.5,.290,,.459,,.405,,,.224,,.461,,,.215
League Average,27.8,,,,5,5,96.9,96.9,,109.7,.321,,.498,,.446,,,.245,,.446,,,.245
