Team,Age,W,L,W/L%,PW,PL,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
Rochester Royals,,9,5,.643,11,3,92.5,84.7,+7.8,80.3,.468,,.470,,.392,,,.350,,,,,
Syracuse Nationals,,4,3,.571,5,2,91.2,87.1,+4.1,85.6,.497,,.462,,.376,,,.376,,,,,
Indianapolis Olympians,,1,2,.333,2,1,88.9,88.6,+0.3,76.4,.340,,.452,,.402,,,.236,,,,,
New York Knicks,,8,6,.571,6,8,87.5,89.3,-1.8,82.4,.439,,.443,,.378,,,.301,,,,,
Minneapolis Lakers,,3,4,.429,3,4,87.6,90.8,-3.2,81.6,.386,,.443,,.375,,,.285,,,,,
Philadelphia Warriors,,0,2,.000,0,2,86.6,93.9,-7.3,65.2,.487,,.435,,.342,,,.373,,,,,
Fort Wayne Pistons,,1,2,.333,0,3,75.9,89.4,-13.5,99.9,.237,,.377,,.333,,,.165,,,,,
Boston Celtics,,0,2,.000,0,2,76.4,91.0,-14.6,59.3,.402,,.381,,.323,,,.250,,,,,
League Average,,,,,3,3,88.2,88.2,,80.6,.427,,.446,,.376,,,.308,,,,,
