Team,Age,W,L,W/L%,PW,PL,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
Boston Celtics,28.7,11,6,.647,11,6,97.0,92.3,+4.7,117.9,.385,,.498,,.435,,,.295,,,,,
Los Angeles Lakers,26.5,7,7,.500,7,7,99.9,99.6,+0.3,115.9,.346,,.516,,.461,,,.267,,,,,
St. Louis Hawks,27.7,6,4,.600,5,5,98.0,99.2,-1.2,116.3,.384,,.505,,.447,,,.286,,,,,
Cincinnati Royals,26.5,2,3,.400,2,3,97.8,101.9,-4.1,112.6,.431,,.501,,.424,,,.344,,,,,
Baltimore Bullets,28.1,0,3,.000,1,2,95.5,100.2,-4.7,112.8,.313,,.493,,.465,,,.191,,,,,
Philadelphia 76ers,26.5,1,4,.200,1,4,86.7,94.7,-8.0,117.4,.404,,.440,,.386,,,.263,,,,,
League Average,27.5,,,,5,4,97.0,97.0,,116.3,.377,,.498,,.440,,,.282,,,,,
