Team,Age,W,L,W/L%,PW,PL,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
Minneapolis Lakers,25.9,9,4,.692,8,5,93.1,89.2,+3.9,86.4,.443,,.474,,.403,,,.328,,,,,
Rochester Royals,29.0,3,3,.500,4,2,93.1,90.1,+3.0,88.0,.536,,.474,,.384,,,.403,,,,,
Syracuse Nationals,25.4,3,4,.429,4,3,94.8,92.5,+2.3,97.9,.655,,.484,,.386,,,.476,,,,,
Boston Celtics,24.7,1,2,.333,2,1,99.8,97.7,+2.1,90.2,.551,,.512,,.419,,,.436,,,,,
New York Knicks,25.5,8,6,.571,6,8,94.9,96.6,-1.7,89.0,.580,,.484,,.393,,,.431,,,,,
Indianapolis Olympians,24.3,0,2,.000,0,2,84.6,92.7,-8.1,92.8,.350,,.425,,.363,,,.256,,,,,
Philadelphia Warriors,26.7,1,2,.333,1,2,96.6,106.1,-9.5,88.3,.563,,.493,,.394,,,.442,,,,,
Fort Wayne Pistons,26.8,0,2,.000,0,2,85.5,97.5,-12.0,95.9,.345,,.431,,.376,,,.242,,,,,
League Average,26.0,,,,3,3,93.8,93.9,,89.9,.527,,.478,,.393,,,.392,,,,,
